norad,R2_sma,R2_sma_diff,R2_moyen,n_sauts,saut_median_bruit,amplitude_bruit,R2_manoeuvre,n_evalues
30030,0.9977883995915733,0.6626115759268759,0.8301999877592245,1,719.4149854808932,719.4149854808932,,
54261,0.9994294505125533,0.6608048059722709,0.830117128242412,1,595.4100001467799,595.4100001467799,,
66002,0.9904751564246398,0.6674506847440238,0.8289629205843319,5,345110893.2495117,552900493144.989,-62.712623596191406,4.0
45289,0.9977087141173511,0.6596524221743507,0.8286805681458509,0,,,,
52647,0.8357818589792188,0.8214322742520029,0.8286070666156109,1,2153.662503296357,2153.662503296357,,
45547,0.9966669701845218,0.6600079102774637,0.8283374402309928,1,663.0879512113097,663.0879512113097,,
41461,0.9990376663999502,0.6544764326928345,0.8267570495463923,1,501.4357838275542,501.4357838275542,,
50178,0.9581164308009403,0.6950984821125666,0.8266074564567535,1,1278.6913986517925,1278.6913986517925,,
63098,0.932654272424098,0.720195723654358,0.826424998039228,3,3729.6583938412623,4187.925540339183,0.48887524008750916,3.0
6063,0.9988089265383912,0.6528779039694941,0.8258434152539427,1,894.1257478105749,894.1257478105749,,
52451,0.9116530348659029,0.7396642812499267,0.8256586580579148,2,1749.3707654078682,2306.950345414423,,
46759,0.8516424106795657,0.7979187299392433,0.8247805703094044,1,1273.9967779107665,1273.9967779107665,,
46765,0.8734058241044567,0.7743396623316412,0.8238727432180489,3,27.36380524896295,964.4823640711747,,
66865,0.9913402816257354,0.6551736920999625,0.823256986862849,3,1097.7580151530174,1513.8668133908716,-0.30646243691444397,3.0
66579,0.9732410936636584,0.6730638358787833,0.8231524647712208,2,1256.4680427358187,1505.3039574916602,,
7025,0.9962763167992599,0.6500275119678808,0.8231519143835704,6,61.956670606505654,110.69590324865504,,
55070,0.9995423978521747,0.6461510461953228,0.8228467220237488,1,1181.2972126656675,1181.2972126656675,,
53910,0.9983092548387046,0.645469833869369,0.8218895443540368,3,375.5526211561699,814.4812686737033,0.059572380036115646,3.0
44762,0.9037262892389946,0.7395581079420985,0.8216421985905465,1,922.053112328101,922.053112328101,,
10703,0.9991118605913014,0.6437618415777128,0.8214368510845071,0,,,,
61765,0.9956304410484669,0.6466469374388503,0.8211386892436585,4,181.05103824087493,1081.1960367199656,,
44926,0.9989523017681065,0.6430011718403648,0.8209767368042356,0,,,,
51069,0.9995340476428312,0.6394745059880664,0.8195042768154488,1,1306.4527208538234,1306.4527208538234,,
40026,0.9986721407691458,0.6399445880490747,0.8193083644091103,2,726.5147667958946,1146.773001098854,,
47812,0.8801589058022413,0.7581729510552158,0.8191659284287285,1,846.5730279141635,846.5730279141635,,
66984,0.9929695467181208,0.6453292956963418,0.8191494212072312,4,861.2747540708957,927.3004023052877,-149.39700317382812,4.0
41913,0.9965814006037469,0.6413105116613285,0.8189459561325376,1,673.7679603221158,673.7679603221158,,
47577,0.9274620979056015,0.7098935564432135,0.8186778271744075,1,1554.279032144132,1554.279032144132,,
67051,0.9965192756311099,0.6403960497800003,0.8184576627055551,3,911.2802882886024,1040.499751039366,0.07160061597824097,3.0
46119,0.9565252585562031,0.6794222227518765,0.8179737406540397,4,323.3140515978999,1222.8421349357818,0.615810215473175,4.0
33888,0.998668781404311,0.6358571203783712,0.8172629508913412,2,550.033119502005,888.6245066735715,,
4820,0.9982174022018487,0.6362320982878749,0.8172247502448617,2,508.0011253140779,765.7168406346699,,
65532,0.9240839801178777,0.7092824719809718,0.8166832260494248,5,2510.0635501968386,2872.9510313452397,0.24373650550842285,4.0
64297,0.9156532191832225,0.717212329047126,0.8164327741151742,4,1589.765325100348,2791.532706771002,-192.62954711914062,4.0
56207,0.9993394708579155,0.6334182125003935,0.8163788416791545,1,716.197597160748,716.197597160748,,
55066,0.9988612479054538,0.63333914383945,0.8161001958724519,3,449.56501610504733,1687.9028800427393,0.7087092399597168,3.0
56210,0.9986995545849433,0.6333112753238277,0.8160054149543855,2,652.0519713734781,945.9122882083797,,
67215,0.9903743062850233,0.641459440317358,0.8159168733011907,3,3105.228250293984,3849.266563434617,0.22878724336624146,3.0
45709,0.997864612004513,0.6336110580090906,0.8157378350068019,0,,,,
67117,0.9920984592026697,0.6382500377411815,0.8151742484719255,2,795.523189418044,916.5074305403942,,
50148,0.9988451742360195,0.6302617948191082,0.8145534845275638,1,711.9031228673064,711.9031228673064,,
67561,0.9974845657781561,0.6307364958097763,0.8141105307939662,3,790.2016159968897,1494.7776626250788,0.23291558027267456,3.0
41842,0.9978932242932504,0.6296068923352554,0.813750058314253,1,730.0804164507362,730.0804164507362,,
49395,0.994917341904455,0.6325480679859881,0.8137327049452215,1,788.6636166041691,788.6636166041691,,
66577,0.8760138097559511,0.7509550823492825,0.8134844460526168,2,1285.4801029278958,1526.321310902212,,
57471,0.9648224745364374,0.661497336852785,0.8131599056946113,6,288.1145419850348,607.2220346864783,0.7356874346733093,4.0
54837,0.9275821649887943,0.6978264078693626,0.8127042864290784,1,1701.6112482836959,1701.6112482836959,,
47296,0.9993832210824604,0.6249563576157401,0.8121697893491002,2,410.3952561015532,589.9490357079407,,
46703,0.9379362609148729,0.6844907472798154,0.8112135040973442,1,1433.2334588802432,1433.2334588802432,,
52764,0.9750396607856683,0.6469174063547372,0.8109785335702027,6,275.1553900148809,1976.919381425272,-1.083229899406433,4.0
67130,0.9926990795513918,0.6290689281839956,0.8108840038676937,4,742.8555978790181,972.9269463934276,0.07774969935417175,4.0
66436,0.9908667447406193,0.6304544530945598,0.8106605989175896,3,1018.6593140688018,1441.4059868580187,0.8216791152954102,3.0
63873,0.9612329940845762,0.6600024621272547,0.8106177281059155,2,5293.063017363113,5611.147979090381,,
48003,0.7964062314891938,0.8248218165894743,0.810614024039334,1,1314.0262854584887,1314.0262854584887,,
34102,0.9982721857892219,0.6218053620634304,0.8100387739263262,2,832.7568554400515,1123.419743082034,,
33323,0.9983207126624295,0.6210705672896818,0.8096956399760556,1,1672.5487003544135,1672.5487003544135,,
67533,0.9977858444270551,0.6215617539284364,0.8096737991777457,2,336.6071903891295,359.2669012439226,,
62204,0.9939345648080959,0.624969060748186,0.8094518127781409,8,63.72329108987116,840.3423997706922,,
57970,0.9934370103843186,0.6253459511837927,0.8093914807840557,10,435.01813576051813,1112.186403056729,-11.013202667236328,4.0
24843,0.9950279961809714,0.6236286466700253,0.8093283214254983,0,,,,
66853,0.9933806266601697,0.6250600461084196,0.8092203363842947,2,1246.3989688402467,1306.7926494307908,,
44392,0.9982665184524184,0.6184933174347177,0.808379917943568,2,677.8923302796633,1149.8184990910554,,
59119,0.9984306847019039,0.61827477409823,0.808352729400067,2,622.0549580350561,908.5251806051895,,
67030,0.9939184787410172,0.6208588617052794,0.8073886702231483,4,797.4429795572452,1058.821102224148,0.056871041655540466,4.0
53888,0.9518501310373085,0.6621807426186018,0.8070154368279552,1,1545.5606770521797,1545.5606770521797,,
53639,0.8777172167405874,0.735958237327111,0.8068377270338492,1,839.6191477729944,839.6191477729944,,
30333,0.9952017332664549,0.618206263201357,0.8067039982339059,1,471.77771915042456,471.77771915042456,,
48903,0.9995356267793076,0.6136946196466075,0.8066151232129576,1,790.4009887563742,790.4009887563742,,
29886,0.9993372452428113,0.6137062186047779,0.8065217319237946,2,734.4449367976484,1022.4013543247637,,
47698,0.996991090257429,0.6158331898774714,0.8064121400674502,1,1538.7791521048443,1538.7791521048443,,
4200,0.9989739051777912,0.6129396139768515,0.8059567595773214,1,610.1500991523577,610.1500991523577,,
67042,0.9916202163768069,0.6195510526512402,0.8055856345140235,3,1015.1580476884388,1336.35962180503,-197.1230010986328,3.0
51802,0.9684358535343709,0.6423387910824672,0.805387322308419,1,1114.7446325354233,1114.7446325354233,,
233,0.999047994854396,0.6109069854236933,0.8049774901390446,1,1140.5039138312513,1140.5039138312513,,
66077,0.9874011112773535,0.6224742600209947,0.8049376856491741,4,575.8470754009388,1233.1414011988008,0.6060895919799805,4.0
67536,0.9973459915738431,0.6122108279853101,0.8047784097795766,3,351.50149650201115,435.96673825130586,0.5171692967414856,3.0
66357,0.9735329550715895,0.6339556932853748,0.8037443241784822,5,489.32426703695126,1488.718780768685,0.40244099497795105,4.0
55427,0.8798469960404882,0.7275649836131011,0.8037059898267946,1,3978.883775881033,3978.883775881033,,
65057,0.9072277927607175,0.6992755865453057,0.8032516896530116,3,1886.3618370216413,3319.7537507829743,0.7108616232872009,3.0
53181,0.9989775559108366,0.6070009731058379,0.8029892645083372,1,799.4021942790863,799.4021942790863,,
59455,0.9942739258817967,0.6111583658670053,0.802716145874401,2,873.6495010253307,1067.5414171389955,,
67900,0.9971965589948911,0.6073918520020143,0.8022942054984528,4,512.586710438438,733.8496282381375,0.3419293165206909,4.0
66327,0.9945168497621432,0.608518229897982,0.8015175398300626,3,846.4537972928063,878.0221724033274,-0.12148895114660263,3.0
22468,0.9985754274361681,0.6043261678029543,0.8014507976195613,3,345.5886124268427,608.2952082229568,0.6626231074333191,3.0
63874,0.9247447543659525,0.6771361183380786,0.8009404363520156,3,4207.410369690992,5357.118374212609,0.7548992037773132,3.0
43197,0.9996536755140109,0.6021833076015922,0.8009184915578016,1,1373.8844946931804,1373.8844946931804,,
44921,0.9744610419896019,0.627100348833302,0.800780695411452,3,1172.1495984020971,1226.070272230689,0.345996230840683,3.0
58465,0.9981336524909974,0.6031207606751448,0.8006272065830711,2,1491.473247929165,2716.294548520554,,
